댐코드,댐명,측정월,수온,수소이온농도지수(pH),용존산소(DO),생물학적 산소요구량(BOD),화학적 산소요구량(COD),부유물질(SS),총질소(T-N),총인(T-P),인산염인(PO4-P),탁도,전기전도도
4007110,주암(본),2025-11-15,18,6.9,7.8,1.6,2.9,1.1,0.537,0.013,0.002,1.8,77
2001110,안동,2025-11-15,10,7.7,8.1,1.2,2.4,0.3,1.207,0.015,0.012,0.4,170
3008110,대청,2025-11-15,15,8.2,7.5,1.3,2.3,0.6,2.053,0.037,0.016,0.6,159
3001110,용담,2025-11-15,15,7.6,9.2,1,2.4,1.1,1.652,0.007,0.004,2.1,105
5101110,장흥,2025-11-15,15,7.6,10.1,1.7,2.9,2.3,0.734,0.022,0.002,2.7,88
3203110,보령,2025-11-15,16,7.8,8.2,1.5,2.4,3.1,0.975,0.016,0.003,1.7,110
1012110,소양강,2025-11-15,14,7.6,10.3,1.1,1.9,1.1,1.417,0.008,0.003,1,78
1006110,횡성,2025-11-15,13,7.1,9,1.7,2.1,1.4,2.347,0.014,0.006,1.9,145
2002110,임하,2025-11-15,15,7.2,7.9,1.6,3.9,0.6,1.559,0.024,0.02,2.2,160
3303110,부안,2025-10-15,22,7.2,8.6,0.9,2.9,1,0.966,0.003,0.003,1.1,72
2002110,임하,2025-10-15,21,7.6,8.4,1.9,4.1,1.2,1.578,0.027,0.013,2.2,168
2001110,안동,2025-10-15,11,7.5,7.9,1.4,2.5,1,1.336,0.015,0.012,0.4,172
1006110,횡성,2025-10-15,18,7.2,9.1,1.6,2.2,1.3,2.654,0.013,0.002,2.1,150
1012110,소양강,2025-10-15,14,7.6,8.7,1.2,1.9,0.8,1.512,0.01,0.003,1,80
3001110,용담,2025-10-15,22,7.7,9.2,1,2.3,1,1.571,0.009,0.004,2,124
5101110,장흥,2025-10-15,23,7.6,13,1.7,2.7,2.5,0.766,0.026,0.003,2,92
2015110,합천,2025-10-15,16,7.5,10.2,0.8,2.8,2.4,1.626,0.018,0.007,1,116
1003110,충주,2025-10-15,19,8.1,6.7,1.2,2.3,0.8,2.037,0.013,0.002,1.3,252
2018110,남강,2025-10-15,23,7.4,10.1,1.3,3.1,2.8,1.308,0.018,0.005,6.4,131
3008110,대청,2025-10-15,19,8.3,5.6,0.9,3.2,1.2,2.209,0.011,0,1.2,158
4001110,섬진강,2025-10-15,14,7.9,11.5,2.2,2.9,4,1.528,0.011,0,3.5,131
4007110,주암(본),2025-10-15,20,7.1,7.7,1.6,3,1,0.492,0.009,0.002,1.6,77
2021110,밀양,2025-10-15,18,7.1,8.1,0.6,2,1.5,1.211,0.017,0,2,53
3203110,보령,2025-10-15,21,7.4,10.7,1.3,2.2,3,1.157,0.008,0,2,116
1003110,충주,2025-09-15,16,7.8,7.8,1.3,2.2,1,2.267,0.009,0.003,1.2,261
1012110,소양강,2025-09-15,12,7.5,10.1,0.9,1.9,1.2,1.444,0.012,0.001,2.7,81
4001110,섬진강,2025-09-15,6,7.5,12.5,1.4,2.4,1.8,1.825,0.008,0,0.9,124
2021110,밀양,2025-09-15,21,7.3,9.2,0.8,1.8,1.2,1.2,0.015,0,1.9,53
2001110,안동,2025-09-15,11,7.5,7.9,1.4,2.5,1,1.391,0.018,0.011,1.7,189
4007110,주암(본),2025-09-15,17,6.4,2.2,1.7,2.8,1.2,0.749,0.012,0.003,3.8,68
1006110,횡성,2025-09-15,25,7.4,8.9,1.4,2,1.1,2.845,0.018,0.007,1.5,145
2018110,남강,2025-09-15,25,7.2,10.4,1.6,4.1,5.8,1.42,0.036,0.008,2.9,131
2002110,임하,2025-09-15,21,7.6,8.4,1.9,4.3,1,1.722,0.03,0.02,1.3,182
3001110,용담,2025-09-15,24,7.7,9,0.9,2.3,1,1.723,0.008,0,2.4,122
5101110,장흥,2025-09-15,27,8.2,12.9,1.9,2.9,2.3,0.728,0.021,0.002,1.6,81
3203110,보령,2025-09-15,24,7.6,6.9,1.6,2.9,2.7,1.456,0.011,0.005,3.2,114
2015110,합천,2025-09-15,18,7.6,9.2,0.8,2.8,2.2,1.826,0.015,0.007,1.2,110
3303110,부안,2025-09-15,27,7.3,8.3,1.1,3,1.4,0.981,0.003,0,1.2,73
3008110,대청,2025-09-15,20,8,5.6,1.8,3.2,0.4,2.12,0.011,0.002,0.5,160
4001110,섬진강,2025-08-15,6,7.4,12.2,1.4,2.4,1.2,1.713,0.007,0.004,1.2,126
5101110,장흥,2025-08-15,23,8.2,16.2,1.9,2.8,2.2,0.768,0.022,0.002,1.7,76
2001110,안동,2025-08-15,11,7.5,7.9,1.5,2.5,0.5,1.558,0.018,0.011,1.7,189
2018110,남강,2025-08-15,25,7.7,10.8,1.7,3.1,42.7,2.114,0.023,0.007,5.6,102
2002110,임하,2025-08-15,21,7.6,8.4,2,4.3,1,1.91,0.029,0.021,1.3,182
1006110,횡성,2025-08-15,25,8.1,11.2,1.5,2.2,1.2,2.346,0.02,0.009,1.2,154
3303110,부안,2025-08-15,28,7.2,8.5,0.9,2.7,1.2,1.131,0.004,0.003,1,74
3001110,용담,2025-08-15,27,7.8,8.7,0.8,2.3,1.2,1.8,0.004,0.004,1.4,125
3008110,대청,2025-08-15,19,8.3,7.6,0.6,3,0.4,2.297,0.009,0.002,0.5,162
1003110,충주,2025-08-15,21,8,9.1,1.2,2.2,1,2.182,0.009,0.001,2,270
4007110,주암(본),2025-08-15,22,5.8,2.3,2.1,2.9,1.6,0.952,0.017,0.004,1.8,79
1012110,소양강,2025-08-15,12,7.4,11.1,1.3,1.9,4.4,1.464,0.013,0.002,6,82
3203110,보령,2025-08-15,24,7.4,8.2,1.7,3,2.8,1.801,0.015,0.006,2.1,106
2015110,합천,2025-08-15,16,7.7,10.8,0.7,2.4,1.8,1.823,0.012,0.006,1,112
2021110,밀양,2025-08-15,26,7,9,0.7,1.6,1.1,1.285,0.02,0,3.1,48
5101110,장흥,2025-07-15,21,7.8,11.7,1.8,3,2,0.82,0.025,0.003,1.5,80
1012110,소양강,2025-07-15,13,7.3,7.7,1.2,1.8,0.8,1.538,0.009,0.001,1,81
1006110,횡성,2025-07-15,27,8.3,10.2,1.7,2.1,1,2.893,0.021,0.01,0.1,175
3303110,부안,2025-07-15,25,7.1,8.7,0.9,2.5,0.9,1.133,0.005,0.003,0.9,79
2015110,합천,2025-07-15,11,7.6,10.4,0.9,2.2,1.8,1.758,0.008,0.004,1.2,112
3008110,대청,2025-07-15,17,8,9.3,0.7,2.9,0.6,2.372,0.007,0.005,0.8,160
3203110,보령,2025-07-15,22,8.1,11.6,1.5,2.7,2.5,1.773,0.012,0.004,4,107
2021110,밀양,2025-07-15,22,7.2,10.2,0.6,1.1,1,1.42,0.011,0,3.1,49
1003110,충주,2025-07-15,15,7.7,10.2,1.1,2.2,0.6,2.619,0.015,0.001,1.8,255
4001110,섬진강,2025-07-15,20,7.9,9.8,2.2,3.6,2.4,1.182,0.012,0.005,2.2,121
3001110,용담,2025-07-15,22,7.5,9.5,0.7,2.2,1.2,1.768,0.006,0.005,1.1,121
4007110,주암(본),2025-07-15,19,6.5,6,1.7,2.8,1.5,0.861,0.016,0.003,3.9,76
2018110,남강,2025-07-15,24,7.3,11.4,2,3.5,3.6,1.498,0.027,0.008,3.1,106
1006110,횡성,2025-06-15,21,7.9,11,2.3,2.8,2,3.921,0.061,0.021,0.3,151
3008110,대청,2025-06-15,11,8.3,10.7,0.5,3.3,0.4,2.82,0.005,0.001,0.7,159
3203110,보령,2025-06-15,19,8.2,8.5,1.4,2.5,2.4,1.756,0.012,0.004,3.7,119
2001110,안동,2025-06-15,9,7.3,10.4,1.3,2.8,0.5,1.571,0.02,0.013,0.7,166
2021110,밀양,2025-06-15,20,7.3,9.2,0.9,2.7,0.8,1.305,0.015,0,3,48
5101110,장흥,2025-06-15,24,7.3,8.4,1.7,2.6,2.1,0.985,0.022,0.003,1.5,77
2018110,남강,2025-06-15,22,7.3,12.2,1.4,3.2,6,1.6,0.052,0,3,112
4007110,주암(본),2025-06-15,20,8.7,9.9,1.4,2.6,1.8,0.641,0.013,0.002,2.1,72
3001110,용담,2025-06-15,20,7.5,9.8,0.8,2.4,1.4,1.764,0.006,0.003,2.4,120
1012110,소양강,2025-06-15,12,7.4,11.7,1.3,2,0.4,1.689,0.008,0.002,0.3,80
4001110,섬진강,2025-06-15,10,7.9,11.3,2.2,3,3.6,1.119,0.009,0,3.5,116
1003110,충주,2025-06-15,13,7.8,10,1.2,2.2,0.4,2.323,0.011,0.001,2.5,257
2002110,임하,2025-06-15,17,7,8.8,2.2,3.6,1.5,1.973,0.03,0.02,1.8,145
2015110,합천,2025-06-15,7,7.4,10.6,0.7,2.2,1.4,1.746,0.009,0.005,0.8,113
3303110,부안,2025-06-15,22,7.1,9.2,0.9,2.8,1.9,1.129,0.006,0.004,1,75
1003110,충주,2025-05-15,8,7.5,11.2,1.1,2,0.8,2.384,0.007,0.002,1.2,257
3008110,대청,2025-05-15,9,7.7,11.5,0.7,3.1,0.6,2.14,0.008,0.001,0.9,156
3303110,부안,2025-05-15,17,7.1,10.4,0.8,2.6,1.4,1.312,0.005,0,1,74
4001110,섬진강,2025-05-15,6,8.1,11.6,1.6,2.7,2,1.836,0.003,0,0.2,118
2015110,합천,2025-05-15,7,7.5,10.7,0.6,2.3,1.4,1.794,0.011,0.005,0.6,111
2018110,남강,2025-05-15,17,8.2,12.7,1,2.8,3.3,2.06,0.022,0.005,4.5,99
2001110,안동,2025-05-15,11,7.4,10.4,1.5,2.6,0.5,1.598,0.021,0.013,0.7,136
5101110,장흥,2025-05-15,19,7.1,8.6,1.7,2.6,2.3,0.752,0.018,0.004,1.9,78
2002110,임하,2025-05-15,13,7.2,8.8,2.7,4.6,2.5,2.208,0.03,0.021,3.5,136
3203110,보령,2025-05-15,14,7.5,10.8,1.3,2.4,2,1.788,0.011,0.005,1.9,125
1012110,소양강,2025-05-15,9,7.1,12.7,1.2,2,0.3,1.631,0.01,0.002,0.8,78
4007110,주암(본),2025-05-15,11,7.7,10.9,1.2,2.4,1.5,0.649,0.01,0.002,2.6,78
1006110,횡성,2025-05-15,15,7.3,10.3,1.6,2.2,1.8,3.102,0.023,0.008,1.6,146
3001110,용담,2025-05-15,13,7.6,10.1,0.9,2,1.4,1.835,0.005,0.004,1.4,104
2021110,밀양,2025-05-15,15,7.2,10.2,0.3,0.7,1.1,1.325,0.012,0,2.4,47
5101110,장흥,2025-04-15,10,7.1,12.3,1.8,2.8,2.4,0.777,0.011,0.002,1.4,75
2015110,합천,2025-04-15,7,7.3,10.8,0.9,2.6,1.4,1.645,0.017,0.007,0.6,103
1003110,충주,2025-04-15,8,8.3,13.5,1.2,2.3,0.6,2.352,0.01,0.001,0.8,248
3303110,부안,2025-04-15,10,6.8,11.9,0.9,2.6,1.6,1.171,0.004,0,1.1,74
1012110,소양강,2025-04-15,6,7.1,11,1,1.8,0.7,1.619,0.01,0.001,0.8,76
2002110,임하,2025-04-15,5,7.1,11.1,2.4,4.5,1.8,2.029,0.03,0.016,3.8,103
3001110,용담,2025-04-15,7,7.7,9.8,0.9,2.1,1.2,1.689,0.005,0,1.2,80
2018110,남강,2025-04-15,12,7.6,13.3,0.8,1.6,1.3,2.057,0.022,0.006,3.5,129
4007110,주암(본),2025-04-15,11,8.1,11.9,1.5,2.8,2,0.644,0.007,0.001,3.6,70
1006110,횡성,2025-04-15,10,7.5,10.2,1.3,2,1.3,2.845,0.028,0.009,2.1,148
3008110,대청,2025-04-15,7,7.5,12.1,1.3,3.3,0.4,2.283,0.007,0.001,1,153
3203110,보령,2025-04-15,9,7.5,11.4,1.3,2.4,1.5,1.738,0.018,0.003,1.5,125
4001110,섬진강,2025-04-15,8,8.1,13.2,1.5,2.5,2.2,1.615,0.005,0,1.1,111
2021110,밀양,2025-04-15,14,7.2,10.3,0.8,1,1.7,1.172,0.02,0,2.2,52
2001110,안동,2025-04-15,6,7.1,10.8,1,2.5,0.5,1.552,0.02,0.01,1,110
2001110,안동,2025-03-15,6,7.1,10,1.2,2.2,0.5,1.501,0.013,0.008,1.1,108
1003110,충주,2025-03-15,5,8.1,13.4,1.1,2.4,0.6,2.214,0.011,0.002,0.9,238
3008110,대청,2025-03-15,7,7.6,12.3,2.8,2.9,0.8,2.33,0.005,0,0.3,158
1006110,횡성,2025-03-15,5,7.4,9.8,1.4,1.9,1.5,2.455,0.021,0.007,2.4,146
2018110,남강,2025-03-15,6,8.4,13.6,0.8,2,3.6,2.167,0.011,0,1.6,129
4007110,주암(본),2025-03-15,5,7.5,12.2,1.2,2.8,2.4,0.672,0.008,0.001,4.4,70
4001110,섬진강,2025-03-15,4,7.9,13.2,2.1,3.5,1,1.926,0.005,0,0.3,117
3303110,부안,2025-03-15,5,6.9,11.5,0.9,2.8,1,1.205,0.005,0,0.8,73
3001110,용담,2025-03-15,3,8.2,13.2,1,2.6,0.5,1.655,0.007,0,1.4,183
3203110,보령,2025-03-15,5,7.5,13.3,2,3,2.1,2.112,0.015,0.004,1.1,126
2002110,임하,2025-03-15,5,7.3,10.6,2.1,4.4,1.5,1.992,0.027,0.014,2.6,106
1012110,소양강,2025-03-15,5,7.3,12.5,1,1.8,0.3,1.434,0.008,0.002,0.5,75
5101110,장흥,2025-03-15,8,7.2,14.4,1.9,2.9,2.5,0.686,0.024,0.002,1,78
2021110,밀양,2025-03-15,5,7.4,11.5,0.8,1.4,1.3,1.5,0.016,0,2.1,52
2015110,합천,2025-03-15,6,7.4,11.3,1,2.4,1.6,1.731,0.014,0.006,0.8,102
4001110,섬진강,2025-02-15,3,7.5,13.4,1.7,2.8,0.6,1.916,0.007,0,0.7,114
3001110,용담,2025-02-15,4,7.3,12,0.9,2.5,0.4,1.658,0.006,0,1,110
2015110,합천,2025-02-15,6,7.4,11.2,0.8,2.4,1.6,1.775,0.012,0.006,0.8,100
4007110,주암(본),2025-02-15,6,7.1,10.5,1.1,2.6,1.3,0.677,0.008,0.001,4.1,73
2021110,밀양,2025-02-15,7,7.3,11.1,0.7,1.5,1.5,1.312,0.02,0,2.2,52
1006110,횡성,2025-02-15,4,7.5,10.9,1,1.3,1,1.594,0.012,0.006,1,146
3203110,보령,2025-02-15,3,7.4,13.2,2.2,3.3,2.1,2.255,0.015,0.006,1,124
3008110,대청,2025-02-15,7,7.7,11.9,1,2.7,0.7,1.488,0.01,0.006,0.1,160
2001110,안동,2025-02-15,5,7,10.3,1.2,2.3,0.5,1.491,0.019,0.006,1.1,108
3303110,부안,2025-02-15,8,6.8,11.5,0.9,2.5,1.2,1.179,0.004,0,1.2,75
1012110,소양강,2025-02-15,5,6.9,11.7,0.8,1.9,0.6,1.392,0.007,0.001,1.1,73
5101110,장흥,2025-02-15,8,6.9,14.7,1.6,2.5,2.4,0.605,0.025,0.002,8.4,82
2002110,임하,2025-02-15,4,7.1,9.7,2.1,4.1,0.5,2.012,0.026,0.009,1.3,106
2018110,남강,2025-02-15,4,7.4,13.4,0.6,2.4,4.5,1.756,0.017,0.005,1.5,108
1003110,충주,2025-02-15,5,8,13.4,1.2,2.2,0.4,2.259,0.005,0.002,0.9,238
2021110,밀양,2025-01-15,8,7,10.2,1,1.5,2,1.083,0.017,0,1.6,49
3203110,보령,2025-01-15,4,7.5,11.7,2.2,3.6,2.2,2.076,0.02,0.006,1.2,125
1012110,소양강,2025-01-15,7,7.3,11.4,1,1.8,1.8,1.509,0.008,0.001,1.1,74
2002110,임하,2025-01-15,7,7.4,9.1,2.2,4.2,1.5,1.989,0.029,0.008,2.7,110
2001110,안동,2025-01-15,6,7,8.8,1.3,2.6,0.5,1.542,0.022,0.006,1.3,114
3303110,부안,2025-01-15,10,6.8,11.3,1,2.5,1.5,1.097,0.004,0,1.7,73
4007110,주암(본),2025-01-15,7,6.9,8.5,0.9,2.5,1.3,0.516,0.007,0.001,2.8,75
2018110,남강,2025-01-15,4,8.2,13.4,1.2,3.4,1.8,1.922,0.034,0,1.8,108
3008110,대청,2025-01-15,7,7.4,10.2,0.9,3.5,1.2,1.986,0.006,0.003,0.4,162
5101110,장흥,2025-01-15,7,6.9,15,2,2.8,2.8,0.689,0.022,0.003,1.4,96
1006110,횡성,2025-01-15,5,7.6,10.4,1.1,1.4,1,1.812,0.015,0.007,1.8,154
2015110,합천,2025-01-15,8,7.7,10.6,0.9,2.4,2.2,1.852,0.012,0.005,1.2,100
4001110,섬진강,2025-01-15,2,7.6,14.6,0.7,1.2,0.6,0.514,0.006,0,0.6,108
3001110,용담,2025-01-15,6,7.3,12,0.9,2.6,0.4,1.618,0.007,0,1.6,110
1003110,충주,2025-01-15,7,8,13.4,1.4,2.2,0.2,2.281,0.01,0.004,2.1,243
3001110,용담,2025-12-14,12,7.4,6.1,0.9,2.6,0.4,1.737,0.008,0.005,1.7,80
3203110,보령,2025-12-14,11,7.5,11.2,2.2,2.9,2.4,2.046,0.017,0.005,1.3,125
1006110,횡성,2025-12-14,10,7.4,9.8,1.3,1.7,1.1,1.946,0.017,0.007,1.7,150
3008110,대청,2025-12-14,12,7.2,8.7,1.2,3.2,0.8,1.699,0.011,0.002,0.8,156
1012110,소양강,2025-12-14,11,7.3,9.8,1.2,1.7,0.9,1.767,0.012,0.004,1.8,112
4001110,섬진강,2025-12-14,4,7.5,13.4,1.7,2.8,1.2,1.417,0.017,0.007,1.2,101
3303110,부안,2025-12-14,13,6.6,10.4,0.9,2.6,1.8,1.771,0.011,0.004,2,71
2001110,안동,2025-12-14,12,7.1,7.8,1.6,2.5,1.5,1.621,0.018,0.006,1,135
4007110,주암(본),2025-12-14,13,6.7,6.9,1.2,2.7,0.9,0.642,0.01,0.002,4.4,76
2015110,합천,2025-12-14,13,7.7,10.8,1,2.4,2.2,1.755,0.02,0.008,1.3,100
1003110,충주,2025-12-14,12,7.8,10.3,2.2,2.4,0.4,2.369,0.018,0.004,1.5,240
2021110,밀양,2025-12-14,13,6.7,9.2,1.2,1.8,2.2,0.848,0.01,0,2.1,44
5101110,장흥,2025-12-14,12,7,10.1,1.9,2.9,2.1,0.685,0.024,0.002,2.2,94
2002110,임하,2025-12-14,12,7,7.5,2.5,4.7,2.5,2.089,0.026,0.017,2.2,126
5101110,장흥,2025-11-14,19,6.9,11.9,2,2.9,2.2,0.612,0.021,0.003,1.3,118
1012110,소양강,2025-11-14,14,7.3,8.8,0.9,1.8,1.6,1.785,0.011,0,1.2,70
4007110,주암(본),2025-11-14,16,6.6,5.9,1.3,2.8,0.9,0.845,0.014,0.004,2.2,64
4001110,섬진강,2025-11-14,11,7.7,12.4,1.7,2.8,1.2,1.4,0.024,0.011,2.5,101
2001110,안동,2025-11-14,15,6.9,6.9,1.8,2.6,0.5,1.701,0.019,0.008,0.3,140
2018110,남강,2025-11-14,16,7.9,14,1.1,3.2,4.2,1.139,0.027,0.014,3.9,111
2015110,합천,2025-11-14,15,8,11.2,1.2,2.5,2.4,1.928,0.017,0.007,1.8,103
3203110,보령,2025-11-14,15,7.6,9.6,2.1,3.6,3.2,2.243,0.017,0.003,1.6,125
3303110,부안,2025-11-14,16,6.6,9.5,0.9,2.8,0.8,1.064,0.005,0,1.2,69
1006110,횡성,2025-11-14,15,7.2,9,1.3,1.4,1.3,2.269,0.013,0.006,2.1,145
3001110,용담,2025-11-14,16,7.5,7,0.7,2.7,0.4,1.833,0.008,0,0.9,85
1003110,충주,2025-11-14,16,7.7,7.9,1.4,2.5,0.8,2.456,0.025,0.008,1.3,235
2021110,밀양,2025-11-14,17,6.7,7.6,1.1,1.6,2.1,0.862,0.011,0,2.8,44
3008110,대청,2025-11-14,18,7.1,7.4,1.1,3,1.3,1.533,0.016,0.004,1.1,161
2002110,임하,2025-11-14,16,7.7,6,2.8,4.6,4.5,2.286,0.031,0.012,6.7,135
2001110,안동,2025-10-14,17,7.6,6.8,1.5,2.1,0.5,1.771,0.02,0.006,0.3,166
1006110,횡성,2025-10-14,20,7.4,9.1,1.4,1.7,1.3,2.413,0.014,0.005,1.5,141
3203110,보령,2025-10-14,22,7.3,10.8,2.8,4.6,3.6,2.41,0.031,0.09,0.3,124
5101110,장흥,2025-10-14,23,6.9,10.6,1.9,2.6,2.2,0.627,0.018,0.002,1.4,82
4001110,섬진강,2025-10-14,19,7.9,11.5,1.3,2.2,1.2,0.914,0.014,0,2.5,125
2002110,임하,2025-10-14,20,7.9,6.8,2.5,4.5,13.5,2.424,0.029,0.008,19.9,149
2018110,남강,2025-10-14,20,7.9,10.2,1.5,3.8,6,1.239,0.031,0.026,1.2,128
3008110,대청,2025-10-14,21,8.4,11.7,1,3.1,0.8,1.454,0.014,0.004,1.3,172
4007110,주암(본),2025-10-14,20,6.6,5.1,1.2,2.8,1.5,1.124,0.024,0.006,3,64
2015110,합천,2025-10-14,16,8,10.9,1.1,2.8,3,1.875,0.014,0.006,3.9,108
3001110,용담,2025-10-14,21,7.2,4.8,0.8,2.8,0.8,1.966,0.015,0,0.8,93
3303110,부안,2025-10-14,23,7,8.8,1,3,1.5,1.039,0.005,0,1.2,69
1003110,충주,2025-10-14,20,7.6,7.7,1.4,2.4,0.4,2.732,0.02,0.003,1,229
2021110,밀양,2025-10-14,20,6.5,8.2,1.4,1.7,2.9,1.064,0.009,0,3.6,42
1012110,소양강,2025-10-14,14,7.1,7.2,1.3,2,2.4,1.899,0.012,0.001,1.2,71
2015110,합천,2025-09-14,15,8.1,10.8,1.2,3,2.8,2.186,0.019,0.009,3.2,121
3008110,대청,2025-09-14,19,6.1,5.3,1.2,3.3,2,2.128,0.02,0.014,2.8,147
3001110,용담,2025-09-14,21,7.1,5,1.2,3,0.6,1.987,0.013,0,2.1,98
4007110,주암(본),2025-09-14,20,6.6,4.2,1.2,3,1.4,1.443,0.021,0.008,6.2,63
4001110,섬진강,2025-09-14,22,8.1,11.4,1.9,3.2,3,0.986,0.019,0.004,2.1,110
2001110,안동,2025-09-14,17,7.2,8.1,1.5,2.6,1,1.672,0.018,0.005,2.1,178
2018110,남강,2025-09-14,22,7.6,11.4,1.6,3.6,18.6,1.325,0.029,0.012,28.4,116
1012110,소양강,2025-09-14,15,7.2,7.2,1.2,2.2,1.7,2.112,0.014,0.002,1.9,73
3303110,부안,2025-09-14,24,6.2,6.9,1,3.2,2,1.285,0.006,0,1.2,70
2021110,밀양,2025-09-14,19,6.6,8.5,1.3,1.6,3.1,1.627,0.02,0,6.6,43
3203110,보령,2025-09-14,26,7.3,9.7,1.9,3.1,2.8,2.158,0.014,0.007,3.1,123
2002110,임하,2025-09-14,18,7.1,7.7,2.5,4.4,15.5,2.309,0.031,0.009,22.1,156
5101110,장흥,2025-09-14,25,7.8,9.9,2,2.8,2.8,0.638,0.022,0.018,2.3,81
1003110,충주,2025-09-14,19,7.8,6.9,1.4,2.5,1,2.539,0.021,0.003,1.9,230
1006110,횡성,2025-09-14,21,7.4,9,1.7,2,1.3,2.764,0.018,0.007,1,140
3001110,용담,2025-08-14,21,7.4,7.7,0.8,2.2,0.2,1.571,0.01,0,0.7,128
2015110,합천,2025-08-14,12,7.9,9.4,0.8,2.7,2.6,1.765,0.013,0.007,1.5,120
2021110,밀양,2025-08-14,24,6.7,8.3,1.4,2.1,7.2,1.544,0.027,0,6.6,47
1003110,충주,2025-08-14,21,7.9,8.7,1.2,2.4,0.4,2.391,0.017,0.009,1.5,274
5101110,장흥,2025-08-14,28,7,8.8,1.7,2.8,2.9,0.783,0.018,0.002,2.8,95
1006110,횡성,2025-08-14,24,7.5,5.5,1.6,2.5,1.3,2.678,0.02,0.007,0.9,138
2002110,임하,2025-08-14,19,7.3,7.9,2.3,3.9,2,2.119,0.028,0.007,3.6,166
4007110,주암(본),2025-08-14,23,7.1,5.5,1.4,3,1.2,0.993,0.018,0.006,8.7,73
3303110,부안,2025-08-14,25,6.6,7.9,1,2.9,2.3,1.106,0.007,0,1.8,71
2018110,남강,2025-08-14,23,7.1,8.3,1.3,3.4,10.8,1.569,0.032,0.018,11.3,111
3203110,보령,2025-08-14,24,7.2,8.6,1.7,2.6,2.6,1.975,0.012,0.007,2.3,124
2001110,안동,2025-08-14,14,7.2,8.1,1.4,2.7,1,1.662,0.019,0.004,1.9,134
4001110,섬진강,2025-08-14,19,7.8,9.8,1.9,3.2,2.6,1.626,0.023,0.003,2.1,84
3008110,대청,2025-08-14,20,6.5,6.7,1.2,2.8,0.8,1.437,0.008,0.001,0.8,173
1012110,소양강,2025-08-14,11,7.5,10.3,1.4,2.1,0.6,2.211,0.013,0.002,1.2,53
2001110,안동,2025-07-14,12,7.2,8.1,1.6,2.7,0.5,1.681,0.019,0.004,1.9,134
4001110,섬진강,2025-07-14,18,8,10,1.5,2.5,8.2,2.018,0.025,0,2.5,100
3203110,보령,2025-07-14,25,7.2,7.4,1.6,2.5,2.4,1.946,0.011,0.004,0.4,124
3008110,대청,2025-07-14,17,7.3,9,1.1,2.8,1,1.361,0.007,0.001,0.7,169
4007110,주암(본),2025-07-14,16,7.6,8.6,1.3,2.6,0.6,0.694,0.014,0.002,0.6,86
2015110,합천,2025-07-14,12,7.8,9.5,0.9,2.6,2.4,1.816,0.014,0.007,1.6,119
3001110,용담,2025-07-14,18,7.7,9.2,0.6,2.1,0.4,1.76,0.009,0,0.7,115
1006110,횡성,2025-07-14,24,7.5,9.4,2.3,2.5,1.8,2.312,0.017,0.008,1.4,124
2002110,임하,2025-07-14,19,7.3,7.9,2,4.2,0.5,2.209,0.027,0.006,3.4,166
3303110,부안,2025-07-14,24,7.1,8.8,1,3,0.7,1.047,0.008,0,1.4,69
2021110,밀양,2025-07-14,10,6.6,9.4,0.9,1.2,1,1.042,0.018,0,2,55
1003110,충주,2025-07-14,15,8.1,8.3,1.4,2.4,0.8,2.736,0.025,0.009,4.3,281
2018110,남강,2025-07-14,15,7.8,5.3,1.5,3.2,2.8,0.918,0.028,0.011,4.2,138
1012110,소양강,2025-07-14,8,7.4,10.5,1.2,1.7,0.2,2.01,0.012,0.002,0.5,78
5101110,장흥,2025-07-14,26,6.9,9.5,1.8,3,3.2,0.682,0.022,0.003,2.1,99
2015110,합천,2025-06-14,12,8,10.2,0.9,2.7,2,1.782,0.013,0.005,1,116
1003110,충주,2025-06-14,10,8,13,1.2,2.1,4,2.88,0.033,0.008,1.7,257
3008110,대청,2025-06-14,12,7.4,10.7,1.1,2.8,1,1.253,0.008,0.002,0.8,169
3303110,부안,2025-06-14,23,7.1,8.7,1,2.8,1.5,1.212,0.007,0,1.1,70
2001110,안동,2025-06-14,11,7.2,10.5,1.7,2.7,0.5,1.751,0.022,0.006,1.9,134
2002110,임하,2025-06-14,19,7.3,8.7,2.4,4,0.5,2.312,0.024,0.005,3.4,166
1006110,횡성,2025-06-14,23,7.6,9.2,2,2.6,1.4,1.752,0.018,0.011,1.3,121
3001110,용담,2025-06-14,15,7.7,10.3,0.7,2.4,0.4,1.555,0.004,0,1,110
3203110,보령,2025-06-14,23,7.1,10.1,1.6,2.7,4.6,2.021,0.012,0.003,2.1,121
4001110,섬진강,2025-06-14,24,8.3,11.2,1.7,2.8,0.6,0.974,0.004,0,5.3,122
4007110,주암(본),2025-06-14,11,6.6,8.9,1.4,2.6,0.4,0.666,0.011,0.001,0.7,80
2021110,밀양,2025-06-14,22,7,9.1,0.5,0.8,0.8,1.154,0.159,0,1.4,52
2018110,남강,2025-06-14,18,7.8,6.2,1.1,3,4,1.124,0.032,0.01,3.4,112
1012110,소양강,2025-06-14,7,7.3,11,1.2,1.8,0.4,1.939,0.012,0.001,0.5,73
5101110,장흥,2025-06-14,20,6.9,10.3,1.8,2.9,5.3,0.615,0.021,0.003,2.7,106
3001110,용담,2025-05-14,12,7.6,10.7,0.8,2.6,0.2,1.568,0.006,0,1.9,105
2001110,안동,2025-05-14,9,7.3,9.8,1.6,2.9,0.5,1.799,0.024,0.006,3.1,119
