댐코드,댐명,측정월,수온,수소이온농도지수(pH),용존산소(DO),생물학적 산소요구량(BOD),화학적 산소요구량(COD),부유물질(SS),총질소(T-N),총인(T-P),인산염인(PO4-P),탁도,전기전도도
4007110,주암(본),2020-08-01,8,7.3,7.8,1.7,2.6,2.4,0.768,0.012,0.003,4.9,44
2018110,남강,2020-08-01,10,7.4,11.5,1.2,2.4,1,1.37,0.05,0.002,4.5,72
1006110,횡성,2020-08-01,2,7.2,14.3,1.1,3.1,2.9,2.114,0.078,0.027,3.1,101
2002110,임하,2020-08-01,5,8,9.5,1.5,3.1,1,1.485,0.02,0.016,2,187
1012110,소양강,2020-08-01,8,7.5,9.1,0.9,1.7,2.5,1.59,0.011,0.003,1.4,63
3001110,용담,2020-08-01,7,7.1,10.1,1.1,2.4,0.8,1.163,0.004,0.003,2.4,59
1012110,소양강,2020-07-12,12,7,8.9,0.9,1.7,3,1.584,0.008,0.003,3.3,63
3203110,보령,2020-07-12,8,7.1,10.3,1.3,1.9,1.6,1.796,0.009,0.004,1.9,141
2001110,안동,2020-07-12,11,8,8.8,1.3,2.6,0.8,1.996,0.008,0.004,1.7,169
2021110,밀양,2020-07-12,10,6.9,10.4,0.5,1.2,1.4,0.695,0.007,0.002,1.8,33
3303110,부안,2020-07-12,12,6.9,11,1.3,2.5,2.4,1.245,0.007,0.002,1.2,48
1006110,횡성,2020-07-12,10,7.4,8.5,1.1,2.5,3,1.311,0.024,0.011,3.6,76
2002110,임하,2020-07-12,7,7.7,9.7,1.7,3.8,2.5,1.397,0.023,0.02,6,159
3001110,용담,2020-07-12,9,6.9,7,1,2.4,0.8,1.491,0.007,0.005,2.3,62
2018110,남강,2020-07-12,10,7.5,10,1.6,2.5,2.7,1.112,0.025,0.004,10.8,67
2015110,합천,2020-07-12,12,7.1,11.7,1.3,2.6,2.7,2.014,0.018,0.005,1.8,98
1003110,충주,2020-07-12,12,8.3,13.5,1.3,2,2.6,2.159,0.016,0.006,5.4,181
3008110,대청,2020-07-12,11,7.4,9.1,1.1,2.7,3.7,1.369,0.016,0.003,3.6,119
4007110,주암(본),2020-07-12,12,7.2,9.2,0.6,2.4,4,0.811,0.012,0.004,3.3,46
4001110,섬진강,2020-07-12,8,7.1,8.7,1.4,3.2,2.8,1.406,0.017,0.002,2.7,85
2002110,임하,2020-07-11,15,7.7,9.5,1.7,4,2.5,1.647,0.027,0.02,8,161
2001110,안동,2020-07-11,17,7.9,10.2,1.2,2.6,1.7,1.221,0.013,0.006,1.8,140
2015110,합천,2020-07-11,18,7.3,11.3,1.2,2.4,4.5,1.647,0.017,0.006,3,90
3203110,보령,2020-07-11,15,6.9,10.1,1.6,2.6,1.8,2.114,0.029,0.011,1.7,143
2021110,밀양,2020-07-11,15,6.8,9.9,0.5,1.1,1.1,0.682,0.007,0.001,1.7,37
4007110,주암(본),2020-07-11,19,7.2,6.9,0.4,1.8,1.6,1.019,0.022,0.004,4,50
1003110,충주,2020-07-11,17,8.7,12.2,1.5,2.2,5.4,2.355,0.018,0.008,3.5,169
2018110,남강,2020-07-11,18,7.4,9,1,2.6,4,1.154,0.03,0.003,14.2,75
1012110,소양강,2020-07-11,15,7.3,6.9,0.7,2.3,8.5,1.611,0.017,0.008,6.8,58
3001110,용담,2020-07-11,18,7.2,7.8,1,2.5,1.4,1.447,0.017,0.012,1.4,83
3008110,대청,2020-07-11,16,7.5,7.7,1.3,2.7,0.3,1.649,0.021,0.008,4.2,150
1006110,횡성,2020-07-11,15,7,7.2,1.3,2.7,3.5,1.627,0.031,0.011,2.2,83
4001110,섬진강,2020-07-11,8,7.1,10.2,1.2,2.8,1.4,1.723,0.005,0,0.7,105
3303110,부안,2020-07-11,17,6.8,11.1,1,2.7,0.8,1.236,0.005,0.002,0.9,47
3203110,보령,2020-07-10,23,6.8,9.1,1.4,1.9,1.6,1.458,0.022,0.014,0.9,132
3303110,부안,2020-07-10,23,6.7,8.7,0.8,2.5,1,1.444,0.005,0.002,0.7,50
1006110,횡성,2020-07-10,21,7.5,10.2,1,2.1,2.3,1.583,0.02,0.007,2.8,79
2015110,합천,2020-07-10,19,7.2,11.7,1,2.2,12.4,1.665,0.025,0.01,8.3,68
2021110,밀양,2020-07-10,21,7,9.1,0.7,1.4,1.2,0.704,0.008,0.002,2.1,42
3001110,용담,2020-07-10,20,7.4,9.8,1,2.9,1.4,1.349,0.017,0.006,1.8,77
1003110,충주,2020-07-10,19,8.7,9.8,1.4,2.1,7.5,2.324,0.016,0.006,15,162
2001110,안동,2020-07-10,18,7.4,10.1,1.2,2.5,1.7,1.594,0.025,0.013,7.1,216
3008110,대청,2020-07-10,21,7,7.2,1.1,2.6,3.3,1.673,0.046,0.001,5.4,115
2018110,남강,2020-07-10,22,7.8,9.6,1,2.1,4.2,0.914,0.037,0.002,17.4,61
1012110,소양강,2020-07-10,17,7.1,9.6,0.8,2.7,10.5,1.723,0.027,0.011,20.8,55
4001110,섬진강,2020-07-10,8,7.2,12.4,1.4,3,1,2.095,0.011,0.004,1.8,100
4007110,주암(본),2020-07-10,21,7.3,4.7,0.8,3,1.4,1.314,0.038,0.015,11.9,49
2002110,임하,2020-07-10,21,7.6,10.8,1.5,3.5,5,1.819,0.037,0.023,16,147
2001110,안동,2020-07-09,17,7.8,6.4,0.9,1.2,1.3,1.501,0.024,0.011,10.1,221
2015110,합천,2020-07-09,19,7.2,7.7,1.2,3,49.8,1.752,0.03,0.012,33.2,89
4007110,주암(본),2020-07-09,23,6.9,3.2,1,2,1.4,1.067,0.009,0.002,1.8,64
3001110,용담,2020-07-09,21,7.4,7.8,1.2,2.8,1.4,1.836,0.019,0.004,4.4,79
2018110,남강,2020-07-09,22,7.9,8.7,1,2.5,22,1.322,0.044,0.002,35.4,73
3203110,보령,2020-07-09,23,6.9,7.9,0.6,1.1,1.4,1.76,0.014,0.008,0.9,109
1006110,횡성,2020-07-09,19,7.1,10.4,1.1,2.8,4.1,1.827,0.022,0.014,4.8,79
1003110,충주,2020-07-09,19,7.8,11,1.2,2.2,4,2.254,0.012,0.004,10.9,181
3303110,부안,2020-07-09,23,6.3,8.3,0.6,2.4,1.8,1.475,0.008,0.003,5,50
1012110,소양강,2020-07-09,17,6.7,8.9,0.9,2.8,31,1.792,0.029,0.011,55,55
4001110,섬진강,2020-07-09,9,7,12.7,1.1,3.1,2.2,1.765,0.01,0.003,3.9,101
2002110,임하,2020-07-09,22,7.3,8.7,1.6,3,7.5,1.825,0.039,0.021,30,175
3008110,대청,2020-07-09,24,7,9.1,1.3,3.6,4.7,1.626,0.045,0.015,14.5,143
2021110,밀양,2020-07-09,21,7.2,10.2,1,1.7,1.8,0.854,0.005,0.002,2.6,44
2015110,합천,2020-07-08,18,7.3,8.9,1.3,2.6,6.7,2.163,0.018,0.005,4.2,114
3008110,대청,2020-07-08,22,8,7,0.8,2.8,1.7,1.908,0.013,0.001,3.3,156
4007110,주암(본),2020-07-08,16,7,5.1,0.8,2.4,3.6,1.281,0.034,0.005,2.2,66
2002110,임하,2020-07-08,22,7.7,7.7,1.6,2.7,1.7,1.298,0.021,0.016,2,171
1012110,소양강,2020-07-08,18,7.1,8.1,0.6,1.7,3,1.418,0.009,0.002,2.8,74
1006110,횡성,2020-07-08,19,7.6,9.5,1.3,3.1,4.1,1.792,0.02,0.011,2.7,97
3303110,부안,2020-07-08,26,6.3,7.9,1.5,2.7,1.6,2.158,0.006,0.003,1.4,69
2021110,밀양,2020-07-08,25,7.4,8.4,1.1,1.8,2,0.862,0.007,0.002,2.4,49
2018110,남강,2020-07-08,29,8.1,7.6,1.3,2.6,3.2,1.632,0.057,0.001,13.3,93
4001110,섬진강,2020-07-08,9,6.8,11,1.4,3.1,1,2.356,0.004,0,1.5,98
2001110,안동,2020-07-08,21,7.4,3.9,1,2.3,0.6,1.26,0.009,0.005,1.2,201
1003110,충주,2020-07-08,20,7.9,10.9,1.4,2.2,3.2,2.387,0.013,0.005,6.1,206
3203110,보령,2020-07-08,27,7.7,8.3,1.3,1.8,2.2,1.759,0.017,0.01,2.2,110
3001110,용담,2020-07-08,22,7.5,10.6,0.6,2.6,1.4,1.671,0.008,0.001,1.3,101
2001110,안동,2020-07-07,19,7.8,8.6,1.3,2.8,1.3,1.465,0.011,0.007,1.9,200
2021110,밀양,2020-07-07,10,6.9,8.9,0.7,1.4,1.8,0.816,0.007,0.002,3.7,49
4001110,섬진강,2020-07-07,9,7.2,14.5,1.2,3,1.6,2.125,0.005,0,0.6,101
2002110,임하,2020-07-07,18,7.8,8,1.5,2.7,2.5,1.227,0.023,0.017,4,157
2018110,남강,2020-07-07,24,7.5,7.6,1.5,2.5,4.2,0.699,0.049,0.005,22.8,111
3008110,대청,2020-07-07,17,7.4,8.3,0.7,2.5,0.3,1.365,0.01,0.001,2,146
2015110,합천,2020-07-07,17,7.2,8.8,1.2,2.6,6.7,1.738,0.011,0.003,4.3,110
3203110,보령,2020-07-07,22,7,5.6,1.1,1.3,3.6,1.625,0.014,0.01,4.9,102
1003110,충주,2020-07-07,17,8,8.3,1.4,2.1,1,2.426,0.016,0.004,2.4,213
1012110,소양강,2020-07-07,15,7.3,9.9,0.8,1.8,3.5,1.423,0.01,0.001,2.6,73
1006110,횡성,2020-07-07,19,7.7,9.4,1.1,2.3,1.8,2.176,0.02,0.011,3.2,98
3303110,부안,2020-07-07,23,6.9,8.7,1.3,2.4,2.1,1.645,0.005,0.002,1.7,71
3001110,용담,2020-07-07,19,7.5,8.5,0.9,2.7,0.8,1.71,0.024,0.002,2.1,97
4007110,주암(본),2020-07-07,9,7.3,9.2,1.4,2,2.8,0.944,0.013,0.003,2.3,52
1006110,횡성,2020-07-06,17,7.1,10.3,0.8,1.8,1.6,1.531,0.008,0.006,1.6,91
4007110,주암(본),2020-07-06,9,7.9,11.5,1.1,2.2,3.2,0.832,0.017,0.004,1.9,51
3303110,부안,2020-07-06,21,7,11.3,2,2.3,2.3,1.755,0.01,0.004,0.7,69
3001110,용담,2020-07-06,16,7.6,9.9,0.8,2.6,1.2,1.34,0.007,0.006,1.8,85
2002110,임하,2020-07-06,22,8.1,8.2,1.7,2.5,2.5,1.421,0.024,0.016,1,180
2018110,남강,2020-07-06,20,7.6,8.2,1.1,2.9,1.4,1.326,0.041,0.003,9.3,111
3203110,보령,2020-07-06,21,7.3,6.7,1.3,1.5,1.8,1.313,0.013,0.01,1.1,109
1003110,충주,2020-07-06,12,7.7,12.3,1.1,2,1.2,2.32,0.015,0.005,2,208
4001110,섬진강,2020-07-06,10,7,11.3,1.4,3,1.8,1.623,0.005,0,0.9,99
3008110,대청,2020-07-06,15,7.8,9.9,0.8,2.4,1.3,1.74,0.008,0.001,1.4,152
2021110,밀양,2020-07-06,19,7.1,8.8,0.8,1.4,1.9,0.795,0.008,0.002,3.9,48
2015110,합천,2020-07-06,15,7,7.7,0.8,1.8,3.5,1.427,0.01,0.003,2.2,108
1012110,소양강,2020-07-06,12,7.2,11.1,0.6,1.9,2.1,1.407,0.011,0.002,4.1,62
2001110,안동,2020-07-06,7,6.5,2.7,1.3,2.7,1.7,1.245,0.013,0.007,1.5,196
3001110,용담,2020-07-05,13,7.5,10.5,0.8,2.6,0.6,1.2,0.017,0.007,2.5,95
4007110,주암(본),2020-07-05,8,7.5,15.7,1.2,2.6,2.2,0.829,0.015,0.005,2,49
1012110,소양강,2020-07-05,10,7.3,10.8,0.6,2.1,5,1.461,0.015,0.005,8.1,79
4001110,섬진강,2020-07-05,10,7.5,12,1.3,3.1,1.2,1.365,0.007,0.002,1.6,95
3203110,보령,2020-07-05,19,7.3,9.7,1.3,1.5,1.9,1.592,0.014,0.01,2.2,103
3008110,대청,2020-07-05,12,7.8,11.3,0.8,2.4,0.3,1.145,0.01,0.002,2.3,148
2002110,임하,2020-07-05,17,7.3,11.3,1.6,2.5,3.2,1.445,0.026,0.016,2.5,185
1003110,충주,2020-07-05,10,7.1,13.9,1.2,2.1,2.6,2.402,0.016,0.006,5.3,227
4104610,주암(조),2020-07-05,9,7.9,14.6,0.6,2.6,1.4,1.019,0.016,0.004,1.2,50
2018110,남강,2020-07-05,17,7.3,8.3,0.9,2.2,2,1.152,0.041,0.006,6.9,105
2021110,밀양,2020-07-05,14,7.1,9.4,0.7,1.3,0.8,0.765,0.007,0.002,1.7,48
3303110,부안,2020-07-05,16,7,11.2,1,2.8,1.8,1.295,0.005,0.002,0.9,69
2015110,합천,2020-07-05,13,6.9,11.8,1.1,2,2.3,1.427,0.01,0.004,1.5,106
2001110,안동,2020-07-05,10,7.7,8.4,0.8,1.8,2,1.202,0.015,0.007,1.7,187
1006110,횡성,2020-07-05,22,8.1,7.5,1.1,2.1,4.3,1.651,0.005,0.003,7,101
2015110,합천,2020-07-04,12,6.9,13.7,1.1,2.1,2.7,1.44,0.006,0.002,1.8,103
2018110,남강,2020-07-04,15,7.1,9.8,1.8,2.8,0.6,1.488,0.059,0.003,4,108
3008110,대청,2020-07-04,10,7.9,11.9,0.9,2.6,0.7,1.17,0.007,0.001,4.2,139
1006110,횡성,2020-07-04,9,7.9,12.1,1,2.1,2.2,1.681,0.011,0.008,4.1,81
3001110,용담,2020-07-04,9,6.9,10.4,0.9,2.5,1.6,1.548,0.018,0.009,2,87
3303110,부안,2020-07-04,9,6.8,11.1,1.4,2.2,1.4,1.558,0.005,0.003,1.3,64
1003110,충주,2020-07-04,10,7.8,13.9,1.1,2,1.6,2.247,0.015,0.005,2.6,217
2002110,임하,2020-07-04,13,7.3,11.5,1.8,2.8,4,1.397,0.023,0.015,5,165
4001110,섬진강,2020-07-04,8,7.2,11.9,1.4,2.9,0.8,1.486,0.005,0,1.4,96
4007110,주암(본),2020-07-04,7,7.2,11.9,1.1,2,0.8,0.751,0.007,0.002,2.2,48
2001110,안동,2020-07-04,6,7.9,12.3,1.2,2.4,1.7,1.304,0.012,0.007,2.1,193
1012110,소양강,2020-07-04,10,7.1,11.2,0.9,2.3,8.5,1.812,0.028,0.01,10,67
2021110,밀양,2020-07-04,9,7.1,9.5,0.8,1.5,2.1,0.839,0.007,0.002,2.8,48
3203110,보령,2020-07-04,12,7.5,11.1,1.4,1.6,1.9,1.401,0.014,0.01,1.2,102
3303110,부안,2020-07-03,7,6.7,11.8,1.3,2,1.4,1.582,0.008,0.003,1.9,57
1012110,소양강,2020-07-03,6,7.2,11.3,1.4,2.6,13.5,1.494,0.023,0.006,18.3,65
2001110,안동,2020-07-03,6,7.7,12.4,1,2.2,1.7,1.301,0.007,0.005,2.1,184
4001110,섬진강,2020-07-03,8,7.2,13.4,2,3.4,3.2,1.364,0.013,0,2.1,98
2002110,임하,2020-07-03,5,8.1,10.8,1.7,2.7,1.5,1.331,0.025,0.02,5.5,170
3203110,보령,2020-07-03,6,7.8,13.3,1.8,2,2.4,1.398,0.015,0.012,1.4,105
2015110,합천,2020-07-03,7,6.8,15,0.9,1.8,3.7,1.21,0.008,0.004,2.5,104
1003110,충주,2020-07-03,5,8,14.4,1.2,2.1,0.8,2.284,0.01,0.006,1.1,232
1006110,횡성,2020-07-03,5,7.3,12.1,0.9,2,5.1,1.025,0.019,0.017,1.6,78
4007110,주암(본),2020-07-03,7,8,13,1,2.8,1,0.757,0.01,0.002,2.7,47
2021110,밀양,2020-07-03,6,7,11.2,0.8,1.4,2.9,0.754,0.008,0.002,4.4,47
3008110,대청,2020-07-03,6,7.9,12.1,1,2.5,0.3,1.313,0.009,0,3.7,177
2018110,남강,2020-07-03,10,7.7,10.8,1.7,2.8,1,1.568,0.049,0.004,10.7,142
3001110,용담,2020-07-03,6,7.4,10.7,1,2.5,1.4,1.584,0.019,0.007,2.4,90
3203110,보령,2020-07-02,4,7.7,13.1,1.9,2,2.2,1.411,0.013,0.011,1.2,97
1003110,충주,2020-07-02,7,8.1,15.5,1.1,2.2,1.2,2.218,0.015,0.006,1.7,218
4007110,주암(본),2020-07-02,6,8,10.5,0.8,2.2,1.4,0.794,0.012,0.002,2.7,46
1012110,소양강,2020-07-02,6,6.9,13.2,0.8,2.6,13.5,1.623,0.039,0.015,32.4,82
3303110,부안,2020-07-02,6,6.8,12.1,1.1,2.2,1,1.515,0.008,0.006,1.8,51
3008110,대청,2020-07-02,6,8.7,11.2,0.8,2.3,0.7,1.208,0.007,0.001,1.7,157
2015110,합천,2020-07-02,5,7,15.5,0.9,1.8,2.3,1.668,0.009,0.005,1.6,95
2002110,임하,2020-07-02,2,7.5,10.2,1.7,2.8,1,1.407,0.025,0.015,6.4,176
3001110,용담,2020-07-02,6,6.8,11,0.9,2.5,1.2,1.762,0.02,0.01,2.3,94
2021110,밀양,2020-07-02,5,6.9,10.8,0.9,1.4,1.3,0.796,0.008,0.002,2.7,47
4001110,섬진강,2020-07-02,6,7,13.9,1.5,3.1,1.6,1.762,0.015,0.005,1.7,90
2018110,남강,2020-07-02,5,7.2,10.7,1.5,2.1,0.7,1.188,0.047,0.006,0.4,144
2001110,안동,2020-07-02,6,7.7,11.3,1.1,2.2,2.3,1.308,0.007,0.005,2.6,178
1006110,횡성,2020-07-02,5,7.1,11,1.1,2.7,7.1,0.716,0.024,0.02,7.9,87
2001110,안동,2020-07-01,8,7.6,9.7,1.2,2.4,0.3,1.42,0.01,0.006,3.4,171
1012110,소양강,2020-07-01,10,7,10.2,0.9,2.9,13.5,1.717,0.042,0.015,40,58
1006110,횡성,2020-07-01,6,7.3,10.7,1.1,2.3,2.3,1.321,0.011,0.001,3.9,78
3001110,용담,2020-07-01,4,7.1,9.7,1,2.3,3,1.35,0.018,0.004,2,80
4001110,섬진강,2020-07-01,6,7.1,8.2,1.5,3.1,2,1.938,0.019,0.003,2.3,81
2002110,임하,2020-07-01,3,7.2,11.5,1.7,2.9,2,1.412,0.027,0.016,7.4,177
3203110,보령,2020-07-01,7,7.7,12.4,1.7,1.9,2.4,1.415,0.015,0.013,1.3,94
2018110,남강,2020-07-01,4,7.5,10.9,1.3,2,0.4,1.128,0.041,0.006,1.9,105
1003110,충주,2020-07-01,8,8.7,10.8,1.2,2.1,3.4,1.981,0.016,0.004,4.8,218
2015110,합천,2020-07-01,8,6.6,15.1,0.9,2,3.2,1.48,0.008,0.002,2.1,98
3303110,부안,2020-07-01,7,6.8,11,1.2,2.5,1,1.244,0.009,0.007,1.8,53
2021110,밀양,2020-07-01,7,7,10.9,1.2,1.6,1.5,0.832,0.006,0.001,4.3,47
4007110,주암(본),2020-07-01,8,7.7,9.1,1,2.4,0.2,0.778,0.014,0.002,5.8,48
3008110,대청,2020-07-01,8,8.5,9.7,0.7,2.6,3.3,1.524,0.007,0.001,3.6,192
2002110,임하,2020-06-12,5,7.6,9,1.7,3,3,1.457,0.029,0.014,5.4,140
3008110,대청,2020-06-12,11,8.1,9.2,0.6,3,1,1.334,0.01,0.001,4.8,170
4007110,주암(본),2020-06-12,12,7.4,7.4,1.1,2.6,1,0.726,0.013,0.001,2.4,51
3001110,용담,2020-06-12,4,7.1,9.6,0.9,2.2,2.2,1.32,0.015,0.003,1.8,83
3203110,보령,2020-06-12,13,7.9,11.9,1.6,1.8,2.8,1.513,0.015,0.012,2.4,91
2015110,합천,2020-06-12,11,7,14.5,0.7,1.2,8.1,1.585,0.005,0.003,5.4,92
1003110,충주,2020-06-12,12,8.4,10.8,1.8,2.8,1.2,2.018,0.02,0.002,5.8,222
4001110,섬진강,2020-06-12,11,7,7.9,1.5,2.4,2,1.965,0.02,0.004,2.5,80
2001110,안동,2020-06-12,10,8.1,7.3,1,2.1,1.7,1.333,0.013,0.009,3.3,161
1006110,횡성,2020-06-12,11,7.1,8.1,1,2.4,5.8,1.029,0.017,0.004,11.5,75
2018110,남강,2020-06-12,9,7.4,9.6,1.2,2,0.5,1.577,0.046,0.002,1.5,83
3303110,부안,2020-06-12,10,6.6,10.3,1.2,2.7,1.6,1.476,0.008,0.006,1.8,58
1012110,소양강,2020-06-12,12,7.1,8.9,0.9,3,14.5,1.574,0.043,0.023,43.3,53
2021110,밀양,2020-06-12,10,6.8,8.7,0.8,1.6,1.5,0.922,0.009,0.002,7.5,43
3203110,보령,2020-06-11,18,7.6,8,1.6,1.8,2.9,1.295,0.013,0.011,2.4,89
1012110,소양강,2020-06-11,14,7.1,10,1,3.6,39.5,1.544,0.065,0.028,78.1,65
1006110,횡성,2020-06-11,13,7.3,6.1,1.2,2.6,10.2,1.037,0.024,0.005,20.8,72
2001110,안동,2020-06-11,16,7.5,6,1.1,2.2,6.7,1.795,0.021,0.014,6.1,131
3008110,대청,2020-06-11,18,8,7.6,0.6,3,1.7,1.248,0.012,0.001,3.9,147
2002110,임하,2020-06-11,17,7.6,9,1.7,3.1,3.5,1.489,0.029,0.016,13.5,144
3001110,용담,2020-06-11,17,7.2,9.1,1,2.2,2.8,1.314,0.018,0.004,2.5,81
3303110,부안,2020-06-11,18,6.7,9.2,1.5,2.7,1.5,1.243,0.01,0.008,1.6,53
1003110,충주,2020-06-11,16,8.1,8.1,1.1,2.3,0.4,2.142,0.014,0.004,5,178
4007110,주암(본),2020-06-11,18,7.7,10,0.6,2,3.4,0.867,0.011,0.002,2.3,52
2018110,남강,2020-06-11,18,7,8.3,1.9,2.3,2,1.344,0.034,0.004,13.4,110
2015110,합천,2020-06-11,18,7,10.5,1.2,2.3,10.3,1.385,0.008,0.002,6.9,95
2021110,밀양,2020-06-11,14,6.7,9.6,0.9,1.7,2.3,0.842,0.016,0.007,7.6,41
4001110,섬진강,2020-06-11,10,7.2,6.8,1.6,2.7,2.5,1.922,0.026,0.004,4.2,94
2018110,남강,2020-06-10,23,7.3,8.8,1.1,2.8,0.9,0.815,0.047,0.004,4,104
2001110,안동,2020-06-10,18,6.7,5.2,1.2,2.4,3,1.191,0.015,0.01,13.7,108
4001110,섬진강,2020-06-10,8,7,5.9,1.8,2.9,3.2,1.938,0.025,0.005,4.4,93
2021110,밀양,2020-06-10,20,6.9,9.4,0.9,1.7,2.3,0.735,0.007,0.003,3.6,41
1006110,횡성,2020-06-10,21,7.9,9.8,1.1,2.5,1.9,1.138,0.014,0,3.8,79
3001110,용담,2020-06-10,21,7.7,9.4,0.9,2,2.7,1.347,0.018,0.004,2.1,78
1003110,충주,2020-06-10,19,8.4,9.7,1.2,1.9,1.3,2.234,0.016,0.006,7.4,163
3203110,보령,2020-06-10,24,7.4,8.9,1.6,1.8,2.2,1.284,0.012,0.01,1.5,88
3008110,대청,2020-06-10,24,7.9,7.6,0.7,3.2,1.3,1.368,0.016,0.002,2.2,144
2015110,합천,2020-06-10,20,7,8.9,1.2,2.1,32.2,1.521,0.015,0.003,21.5,91
3303110,부안,2020-06-10,20,6.8,9.5,1.8,2.7,2.2,1.547,0.013,0.01,1.6,68
2002110,임하,2020-06-10,20,8.2,8.1,1.7,3,3.2,1.455,0.033,0.015,12,142
1012110,소양강,2020-06-10,13,6.8,7.6,0.9,3.9,43,1.661,0.078,0.047,79,44
4007110,주암(본),2020-06-10,22,7.7,10.1,0.5,2.6,2.6,0.876,0.012,0.004,2.3,50
3203110,보령,2020-06-09,27,7.8,8.8,1.7,1.9,2.2,1.278,0.011,0.009,1.3,85
2021110,밀양,2020-06-09,24,6.9,8,0.9,1.5,2.3,0.723,0.015,0.004,6.4,43
2002110,임하,2020-06-09,23,8,8.9,1.8,3.3,3.8,1.525,0.033,0.016,14,145
3008110,대청,2020-06-09,22,7.8,6.7,0.7,3.5,1.3,1.882,0.038,0.018,7.2,127
1006110,횡성,2020-06-09,25,7.7,8.6,1.3,2.6,6.4,1.253,0.023,0.009,8.3,67
1012110,소양강,2020-06-09,14,6.6,7.2,0.9,4.3,73,1.506,0.112,0.048,183.2,45
4001110,섬진강,2020-06-09,9,7.3,10,1.8,3,4,1.941,0.026,0.005,3.7,91
3001110,용담,2020-06-09,23,7.5,7.6,1.1,2.6,3.2,1.524,0.018,0.004,4.4,80
1003110,충주,2020-06-09,20,7.8,8.9,1.2,2,1.2,2.104,0.014,0.005,13.4,150
2001110,안동,2020-06-09,18,7.2,5.8,1.3,2.3,3.3,1.255,0.028,0.015,18.9,110
4007110,주암(본),2020-06-09,21,7.4,2.3,0.4,2.8,1.2,1.166,0.01,0.002,0.7,45
2015110,합천,2020-06-09,20,7.1,8.6,1.3,2.1,60.6,1.519,0.013,0.004,40.4,82
3303110,부안,2020-06-09,22,6.8,9.3,1.6,2.9,2.1,1.53,0.019,0.014,1.5,63
2018110,남강,2020-06-09,25,8.3,7.4,1.3,2.4,1.3,1.346,0.032,0.004,5.6,83
2015110,합천,2020-06-08,19,7,8.8,1.2,2.2,57.9,1.398,0.018,0.004,57.9,67
2018110,남강,2020-06-08,27,8.4,8.2,1,2.5,0.9,1.327,0.038,0.004,6.5,90
2001110,안동,2020-06-08,18,7.3,7.5,1.8,3.3,10.7,1.283,0.078,0.037,65.6,111
3008110,대청,2020-06-08,22,8.1,9.2,0.7,3.2,6,1.834,0.056,0.031,20,111
4007110,주암(본),2020-06-08,20,7.8,6.7,0.2,2.6,4,1.427,0.024,0.008,14,45
3001110,용담,2020-06-08,25,8,11.2,1.2,2.8,7.1,1.508,0.02,0.004,9.7,96
1006110,횡성,2020-06-08,23,7.6,9.9,1.4,2.9,8.1,1.254,0.025,0.007,17.7,57
1012110,소양강,2020-06-08,14,8.1,9.1,0.8,7.2,165,1.414,0.181,0.063,272.1,43
3203110,보령,2020-06-08,27,8.3,8.6,1.6,1.8,3.3,2.232,0.01,0.008,5.7,83
4001110,섬진강,2020-06-08,7,7.1,9.2,1.8,3.1,4.5,1.922,0.027,0.005,2.9,92
1003110,충주,2020-06-08,20,8.4,9.3,1.2,2,72.4,2.227,0.015,0.003,60,147
2021110,밀양,2020-06-08,21,7.3,8.4,1.2,2.6,3.9,0.816,0.031,0.008,21.1,40
2002110,임하,2020-06-08,23,7.6,7.8,2,3.5,6.2,1.985,0.035,0.023,61,125
3303110,부안,2020-06-08,21,6.6,9.4,1.8,2.8,1.6,1.552,0.016,0.014,1.3,61
2021110,밀양,2020-06-07,21,6.9,9.6,0.6,1.2,0.8,0.851,0.005,0,3.7,48
3203110,보령,2020-06-07,23,6.8,10.2,1.7,1.9,3,2.424,0.009,0.007,3,104
2001110,안동,2020-06-07,10,7.8,11.1,1.1,2.1,1,1.874,0.015,0.011,1.9,204
3303110,부안,2020-06-07,21,6.7,9.8,1.4,3.2,2.8,1.541,0.023,0.02,1.7,71
3008110,대청,2020-06-07,17,7.4,9.4,1.2,3,0.7,1.267,0.007,0.001,2.5,140
2015110,합천,2020-06-07,15,7,9.1,1.4,2.2,6.4,1.557,0.016,0.002,4.3,104
2018110,남강,2020-06-07,25,8.4,8,1.3,2.4,3.8,1.525,0.048,0.006,10.7,95
3001110,용담,2020-06-07,23,7.6,11.2,1.2,2.8,2.4,1.641,0.019,0.004,1.8,96
4001110,섬진강,2020-06-07,8,7.8,9.1,1.8,3,3,1.891,0.024,0.004,2.2,91
2002110,임하,2020-06-07,21,7.8,7.6,1.9,3.8,10.2,2.036,0.034,0.026,150,127
4007110,주암(본),2020-06-07,19,7.5,8.3,0.2,2.6,0.2,1.348,0.009,0.002,1.4,63
1012110,소양강,2020-06-07,10,7,13.2,0.5,1.9,0.5,1.449,0.008,0.002,2.4,66
1003110,충주,2020-06-07,18,7.9,11.2,1.4,2,1.2,2.243,0.018,0.006,2,202
1006110,횡성,2020-06-07,19,7.2,8.7,1.4,3,17.8,2.525,0.032,0.005,74.6,66
4001110,섬진강,2020-06-06,7,8.2,9.2,1.9,2.9,2.2,1.893,0.023,0.003,1.8,91
3303110,부안,2020-06-06,18,7,10.2,1.7,2.8,3.6,1.52,0.028,0.022,1.1,69
4007110,주암(본),2020-06-06,13,7.5,10.6,0.3,2.4,1.6,0.914,0.01,0.001,2.4,59
